gene,included,exclusion_reason
POLD1,True,
POLD2,True,
POLD3,True,
POLD4,True,
POLDIP2,True,
POLDIP3,True,
POLE,True,
POLE2,True,
POLE3,True,
POLE4,True,
POLG,True,
POLG2,True,
POLK,True,
POLR1A,True,
POLR1B,True,
POLR1C,True,
POLR1D,True,
POLR1E,True,
POLR1F,True,
POLR1G,True,
POLR1H,True,
POLR2A,True,
POLR2B,True,
POLR2C,True,
POLR2D,True,
POLR2E,True,
POLR2F,True,
POLR2G,True,
POLR2H,True,
POLR2I,True,
POLR2J,True,
POLR2K,True,
POLR2L,True,
POLR2M,True,
POLR3A,True,
POLR3B,True,
POLR3C,True,
POLR3D,True,
POLR3E,True,
POLR3F,True,
POLR3G,True,
POLR3GL,True,
POLR3H,True,
POLR3K,True,
POLRMT,True,
POM121,True,
POMGNT1,True,
POMGNT2,True,
POMK,True,
POMP,True,
PON2,True,
POP1,True,
POP4,True,
POP5,True,
POP7,True,
POR,True,
POSTN,True,
POT1,True,
POTEF,True,
POU2F1,True,
PPA1,True,
PPA2,True,
PPAT,True,
PPCDC,True,
PPCS,True,
PPFIA1,True,
PPFIA2,True,
PPFIBP1,True,
PPFIBP2,True,
PPHLN1,True,
PPIA,True,
PPIB,True,
PPIC,True,
PPID,True,
PPIE,True,
PPIF,True,
PPIG,True,
PPIH,True,
PPIL1,True,
PPIL2,True,
PPIL3,True,
PPIL4,True,
PPIP5K1,True,
PPIP5K2,True,
PPL,True,
PPM1A,True,
PPM1B,True,
PPM1F,True,
PPM1G,True,
PPM1H,True,
PPME1,True,
PPOX,True,
PPP1CA,True,
PPP1CB,True,
PPP1CC,True,
PPP1R10,True,
PPP1R11,True,
PPP1R12A,True,
PPP1R12B,True,
PPP1R12C,True,
PPP1R13B,True,
PPP1R13L,True,
PPP1R14B,True,
PPP1R16A,True,
PPP1R18,True,
PPP1R2,True,
PPP1R21,True,
PPP1R37,True,
PPP1R3D,True,
PPP1R7,True,
PPP1R8,True,
PPP1R9A,True,
PPP1R9B,True,
PPP2CA,True,
PPP2CB,True,
PPP2R1B,True,
PPP2R2A,True,
PPP2R2B,True,
PPP2R2D,True,
PPP2R5A,True,
PPP2R5C,True,
PPP2R5D,True,
PPP2R5E,True,
PPP3CA,True,
PPP3CB,True,
PPP3CC,True,
PPP4C,True,
PPP4R1,True,
PPP4R2,True,
PPP4R3A,True,
PPP4R3B,True,
PPP5C,True,
PPP6C,True,
PPP6R1,True,
PPP6R2,True,
PPP6R3,True,
PPT1,True,
PPT2,True,
PPTC7,True,
PPWD1,True,
PQBP1,True,
PRAF2,True,
PRAG1,True,
PRC1,True,
PRCC,True,
PRCP,True,
PRDM10,True,
PRDM15,True,
PRDM2,True,
PRDX1,True,
PRDX2,True,
PRDX3,True,
PRDX4,True,
PRDX5,True,
PRDX6,True,
PREB,True,
PREP,True,
PREPL,True,
PREX1,True,
PRIM1,True,
PRIM2,True,
PRKAA1,True,
PRKAB1,True,
PRKAB2,True,
PRKACA,True,
PRKACB,True,
PRKAG1,True,
PRKAG2,True,
PRKAR1A,True,
PRKAR1B,True,
PRKAR2A,True,
PRKAR2B,True,
PRKCA,True,
PRKCB,True,
PRKCD,True,
PRKCE,True,
PRKCG,True,
PRKCI,True,
PRKCQ,True,
PRKCSH,True,
PRKCZ,True,
PRKD1,True,
PRKD2,True,
PRKDC,True,
PRKRA,True,
PRKRIP1,True,
PRMT1,True,
PRMT3,True,
PRMT5,True,
PRMT6,True,
PRMT7,True,
PRMT9,True,
PRNP,True,
PROCR,True,
PRODH,True,
PRORP,True,
PROS1,True,
PROSER1,True,
PROSER2,True,
PRP4K,True,
PRPF18,True,
PRPF19,True,
PRPF3,True,
PRPF31,True,
PRPF38A,True,
PRPF38B,True,
PRPF39,True,
PRPF4,True,
PRPF40A,True,
PRPF40B,True,
PRPF6,True,
PRPF8,True,
PRPH,True,
PRPS1,True,
PRPS2,True,
PRPSAP1,True,
PRPSAP2,True,
PRR12,True,
PRR14,True,
PRR14L,True,
PRRC1,True,
PRRC2A,True,
PRRC2B,True,
PRRC2C,True,
PRSS23,True,
PRSS8,True,
PRTFDC1,True,
PRUNE1,True,
PRUNE2,True,
PRXL2A,True,
PRXL2B,True,
PSAP,True,
PSAT1,True,
PSD3,True,
PSEN1,True,
PSIP1,True,
PSMA1,True,
PSMA2,True,
PSMA3,True,
PSMA4,True,
PSMA5,True,
PSMA6,True,
PSMA7,True,
PSMA8,True,
PSMB1,True,
PSMB10,True,
PSMB2,True,
PSMB3,True,
PSMB4,True,
PSMB5,True,
PSMB6,True,
PSMB7,True,
PSMB8,True,
PSMB9,True,
PSMC1,True,
PSMC2,True,
PSMC3,True,
PSMC3IP,True,
PSMC4,True,
PSMC5,True,
PSMC6,True,
PSMD1,True,
PSMD10,True,
PSMD11,True,
PSMD12,True,
PSMD13,True,
PSMD14,True,
PSMD2,True,
PSMD3,True,
PSMD4,True,
PSMD5,True,
PSMD6,True,
PSMD7,True,
PSMD8,True,
PSMD9,True,
PSME1,True,
PSME2,True,
PSME3,True,
PSME3IP1,True,
PSME4,True,
PSMF1,True,
PSMG1,True,
PSMG2,True,
PSMG3,True,
PSMG4,True,
PSPC1,True,
PSPH,True,
PSTPIP2,True,
PTAR1,True,
PTBP1,True,
PTBP2,True,
PTBP3,True,
PTCD2,True,
PTCD3,True,
PTDSS1,True,
PTDSS2,True,
PTEN,True,
PTER,True,
PTGES,True,
PTGES2,True,
PTGES3,True,
PTGFRN,True,
PTGR1,True,
PTGR2,True,
PTGR3,True,
PTK2,True,
PTK2B,True,
PTK7,True,
PTMS,True,
PTP4A1,True,
PTP4A2,True,
PTPA,True,
PTPMT1,True,
PTPN1,True,
PTPN11,True,
PTPN12,True,
PTPN13,True,
PTPN14,True,
PTPN2,True,
PTPN23,True,
PTPN3,True,
PTPN6,True,
PTPN9,True,
PTPRA,True,
PTPRC,True,
PTPRE,True,
PTPRF,True,
PTPRG,True,
PTPRJ,True,
PTPRK,True,
PTPRM,True,
PTPRS,True,
PTRH1,True,
PTRH2,True,
PTRHD1,True,
PTS,True,
PTTG1IP,True,
PUDP,True,
PUF60,True,
PUM1,True,
PUM2,True,
PUM3,True,
PURA,True,
PURB,True,
PUS1,True,
PUS10,True,
PUS3,True,
PUS7,True,
PUS7L,True,
PUSL1,True,
PVR,True,
PWP1,True,
PWP2,True,
PWWP2A,True,
PWWP2B,True,
PXDN,True,
PXK,True,
PXN,True,
PYCARD,True,
PYCR1,True,
PYCR2,True,
PYCR3,True,
PYGB,True,
PYGL,True,
PYGO2,True,
PYM1,True,
PYROXD2,True,
PYURF,True,
PZP,True,
QARS1,True,
QDPR,True,
QKI,True,
QNG1,True,
QPCTL,True,
QPRT,True,
QRICH1,True,
QRSL1,True,
QSER1,True,
QSOX1,True,
QSOX2,True,
QTRT1,True,
QTRT2,True,
R3HCC1,True,
R3HCC1L,True,
R3HDM1,True,
R3HDM2,True,
RAB10,True,
RAB11A,True,
RAB11B,True,
RAB11FIP1,True,
RAB11FIP2,True,
RAB11FIP5,True,
RAB12,True,
RAB13,True,
RAB14,True,
RAB15,True,
RAB17,True,
RAB18,True,
RAB1A,True,
RAB1B,True,
RAB20,True,
RAB21,True,
RAB22A,True,
RAB23,True,
RAB24,True,
RAB25,True,
RAB27A,True,
RAB27B,True,
RAB29,True,
RAB2A,True,
RAB2B,True,
RAB30,True,
RAB31,True,
RAB32,True,
RAB33B,True,
RAB34,True,
RAB35,True,
RAB38,True,
RAB3A,True,
RAB3B,True,
RAB3C,True,
RAB3D,True,
RAB3GAP1,True,
RAB3GAP2,True,
RAB3IL1,True,
RAB3IP,True,
RAB43,True,
RAB4A,True,
RAB4B,True,
RAB5A,True,
RAB5B,True,
RAB5C,True,
RAB5IF,True,
RAB6A,True,
RAB6B,True,
RAB6C,True,
RAB7A,True,
RAB8A,True,
RAB8B,True,
RAB9A,True,
RABAC1,True,
RABEP1,True,
RABEP2,True,
RABEPK,True,
RABGAP1,True,
RABGAP1L,True,
RABGEF1,True,
RABGGTA,True,
RABGGTB,True,
RABIF,True,
RABL3,True,
RABL6,True,
RAC1,True,
RACGAP1,True,
RACK1,True,
RAD1,True,
RAD17,True,
RAD18,True,
RAD21,True,
RAD23A,True,
RAD23B,True,
RAD50,True,
RAD51AP1,True,
RAD54L2,True,
RAD9A,True,
RAE1,True,
RAF1,True,
RAI1,True,
RAI14,True,
RALA,True,
RALB,True,
RALBP1,True,
RALGAPA1,True,
RALGAPA2,True,
RALGAPB,True,
RALGPS2,True,
RALY,True,
RAMAC,True,
RAN,True,
RANBP1,True,
RANBP10,True,
RANBP2,True,
RANBP3,True,
RANBP6,True,
RANBP9,True,
RANGAP1,True,
RAP1A,True,
RAP1B,True,
RAP1GAP2,True,
RAP1GDS1,True,
RAP2B,True,
RAP2C,True,
RAPGEF1,True,
RAPGEF2,True,
RAPGEF6,True,
RAPH1,True,
RARS1,True,
RARS2,True,
RASA1,True,
RASA2,True,
RASA3,True,
RASAL2,True,
RASSF2,True,
RASSF7,True,
RASSF8,True,
RAVER1,True,
RAVER2,True,
RB1,True,
RB1CC1,True,
RBBP4,True,
RBBP5,True,
RBBP6,True,
RBBP7,True,
RBBP8,True,
RBBP9,True,
RBCK1,True,
RBFA,True,
RBFOX2,True,
RBIS,True,
RBKS,True,
RBL2,True,
RBM10,True,
RBM12,True,
RBM12B,True,
RBM15,True,
RBM15B,True,
RBM17,True,
RBM18,True,
RBM19,True,
RBM22,True,
RBM25,True,
RBM26,True,
RBM27,True,
RBM28,True,
RBM3,True,
RBM33,True,
RBM34,True,
RBM39,True,
RBM4,True,
RBM42,True,
RBM45,True,
RBM47,True,
RBM4B,True,
RBM5,True,
RBM6,True,
RBM7,True,
RBM8A,True,
RBMS1,True,
RBMS2,True,
RBMS3,True,
RBMX2,True,
RBMXL1,True,
RBMXL2,True,
RBMXL3,True,
RBP1,True,
RBPJ,True,
RBPMS,True,
RBSN,True,
RBX1,True,
RC3H1,True,
RCC1,True,
RCC1L,True,
RCC2,True,
RCCD1,True,
RCHY1,True,
RCL1,True,
RCN1,True,
RCN2,True,
RCN3,True,
RCOR1,True,
RCOR2,True,
RCOR3,True,
RCSD1,True,
RDH10,True,
RDH11,True,
RDH13,True,
RDH14,True,
RDX,True,
RECQL,True,
RECQL4,True,
RECQL5,True,
REEP3,True,
REEP4,True,
REEP5,True,
REEP6,True,
REL,True,
RELB,True,
RELCH,True,
RELL1,True,
REPIN1,True,
REPS1,True,
REPS2,True,
RER1,True,
RERE,True,
REST,True,
RETREG2,True,
RETREG3,True,
RETSAT,True,
REXO2,True,
REXO4,True,
RFC1,True,
RFC2,True,
RFC3,True,
RFC4,True,
RFC5,True,
RFFL,True,
RFK,True,
RFLNB,True,
RFT1,True,
RFTN1,True,
RFX1,True,
RFX5,True,
RFX7,True,
RFXANK,True,
RFXAP,True,
RGL2,True,
RGN,True,
RGPD6,True,
RGS10,True,
RGS19,True,
RHBDD2,True,
RHBDF1,True,
RHBDF2,True,
RHEB,True,
RHOA,True,
RHOB,True,
RHOC,True,
RHOG,True,
RHOJ,True,
RHOT1,True,
RHOT2,True,
RHPN2,True,
RIC8A,True,
RIC8B,True,
RICTOR,True,
RIDA,True,
RIF1,True,
RIGI,True,
RILPL1,True,
RIMOC1,True,
RIN1,True,
RING1,True,
RINT1,True,
RIOK1,True,
RIOK2,True,
RIOK3,True,
RIOX1,True,
RIOX2,True,
RIPK1,True,
RIPK2,True,
RIPOR1,True,
RLF,True,
RLIG1,True,
RMC1,True,
RMDN1,True,
RMDN2,True,
RMDN3,True,
RMI1,True,
RMI2,True,
RMND1,True,
RMND5A,True,
RNASEH1,True,
RNASEH2A,True,
RNASEH2B,True,
RNASEH2C,True,
RNASEL,True,
RNASET2,True,
RND3,True,
RNF10,True,
RNF103-CHMP3,True,
RNF11,True,
RNF113A,True,
RNF114,True,
RNF121,True,
RNF123,True,
RNF126,True,
RNF13,True,
RNF138,True,
RNF139,True,
RNF14,True,
RNF146,True,
RNF149,True,
RNF167,True,
RNF168,True,
RNF169,True,
RNF170,True,
RNF181,True,
RNF185,True,
RNF2,True,
RNF20,True,
RNF213,True,
RNF214,True,
RNF216,True,
RNF220,True,
RNF25,True,
RNF31,True,
RNF34,True,
RNF40,True,
RNF41,True,
RNF5,True,
RNF7,True,
RNGTT,True,
RNH1,True,
RNMT,True,
RNPC3,True,
RNPEP,True,
RNPS1,True,
RO60,True,
ROBO1,True,
ROCK1,True,
ROCK2,True,
ROMO1,True,
RP2,True,
RP9,True,
RPA1,True,
RPA2,True,
RPA3,True,
RPAIN,True,
RPAP1,True,
RPAP2,True,
RPAP3,True,
RPE,True,
RPF1,True,
RPF2,True,
RPIA,True,
RPL10,True,
RPL10A,True,
RPL11,True,
RPL12,True,
RPL13,True,
RPL13A,True,
RPL14,True,
RPL15,True,
RPL18,True,
RPL18A,True,
RPL19,True,
RPL21,True,
RPL22,True,
RPL22L1,True,
RPL23,True,
RPL23A,True,
RPL24,True,
RPL26,True,
RPL27,True,
RPL27A,True,
RPL28,True,
RPL29,True,
RPL3,True,
RPL30,True,
RPL31,True,
RPL32,True,
RPL34,True,
RPL35,True,
RPL35A,True,
RPL36,True,
RPL36AL,True,
RPL37,True,
RPL37A,True,
RPL38,True,
RPL4,True,
RPL5,True,
RPL6,True,
RPL7,True,
RPL7A,True,
RPL7L1,True,
RPL8,True,
RPL9,True,
RPLP0,True,
RPLP1,True,
RPLP2,True,
RPN1,True,
RPN2,True,
RPP14,True,
RPP21,True,
RPP25,True,
RPP25L,True,
RPP30,True,
RPP38,True,
RPP40,True,
RPRD1A,True,
RPRD1B,True,
RPRD2,True,
RPS10,True,
RPS11,True,
RPS12,True,
RPS13,True,
RPS14,True,
RPS15,True,
RPS15A,True,
RPS16,True,
RPS17,True,
RPS18,True,
RPS19,True,
RPS19BP1,True,
RPS2,True,
RPS20,True,
RPS21,True,
RPS23,True,
RPS24,True,
RPS25,True,
RPS26,True,
RPS27A,True,
RPS27L,True,
RPS28,True,
RPS29,True,
RPS3,True,
RPS3A,True,
RPS4X,True,
RPS5,True,
RPS6,True,
RPS6KA1,True,
RPS6KA2,True,
RPS6KA3,True,
RPS6KA4,True,
RPS6KA5,True,
RPS6KA6,True,
RPS6KB1,True,
RPS6KB2,True,
RPS6KC1,True,
RPS7,True,
RPS8,True,
RPS9,True,
RPSA,True,
RPTOR,True,
RPUSD2,True,
RPUSD3,True,
RPUSD4,True,
RRAGA,True,
RRAGB,True,
RRAGC,True,
RRAGD,True,
RRAS,True,
RRAS2,True,
RRBP1,True,
RREB1,True,
RRM1,True,
RRM2,True,
RRM2B,True,
RRN3,True,
RRP1,True,
RRP12,True,
RRP15,True,
RRP1B,True,
RRP36,True,
RRP7A,True,
RRP8,True,
RRP9,True,
RRS1,True,
RSAD1,True,
RSBN1,True,
RSBN1L,True,
RSF1,True,
RSL1D1,True,
RSL24D1,True,
RSPRY1,True,
RSRC1,True,
RSRC2,True,
RSU1,True,
RTCA,True,
RTCB,True,
RTF1,True,
RTF2,True,
RTKN,True,
RTL8A,True,
RTN1,True,
RTN3,True,
RTN4,True,
RTN4IP1,True,
RTRAF,True,
RUFY1,True,
RUFY2,True,
RUFY3,True,
RUNX1,True,
RUNX2,True,
RUSC1,True,
RUSF1,True,
RUVBL1,True,
RUVBL2,True,
RWDD1,True,
RWDD4,True,
RXRA,True,
RXRB,True,
RYBP,True,
S100A10,True,
S100A11,True,
S100A13,True,
S100A14,True,
S100A16,True,
S100A2,True,
S100A4,True,
S100A6,True,
S100A9,True,
S100P,True,
S100PBP,True,
SAAL1,True,
SACM1L,True,
SACS,True,
SAE1,True,
SAFB,True,
SAFB2,True,
SAMD1,True,
SAMD4A,True,
SAMD4B,True,
SAMD9,True,
SAMHD1,True,
SAMM50,True,
SAMSN1,True,
SAP130,True,
SAP18,True,
SAP30,True,
SAP30BP,True,
SAP30L,True,
SAR1A,True,
SAR1B,True,
SARAF,True,
SARM1,True,
SARS1,True,
SARS2,True,
SART1,True,
SART3,True,
SASH1,True,
SASH3,True,
SASS6,True,
SAV1,True,
SBDS,True,
SBF1,True,
SBF2,True,
SBNO1,True,
SCAF1,True,
SCAF11,True,
SCAF4,True,
SCAF8,True,
SCAI,True,
SCAMP1,True,
SCAMP2,True,
SCAMP3,True,
SCAMP4,True,
SCAPER,True,
SCARB1,True,
SCARB2,True,
SCARF2,True,
SCCPDH,True,
SCD,True,
SCD5,True,
SCFD1,True,
SCFD2,True,
SCIN,True,
SCLY,True,
SCML2,True,
SCO1,True,
SCO2,True,
SCP2,True,
SCPEP1,True,
SCRIB,True,
SCRN1,True,
SCRN2,True,
SCRN3,True,
SCYL1,True,
SCYL2,True,
SCYL3,True,
SDAD1,True,
SDC1,True,
SDC2,True,
SDC4,True,
SDCBP,True,
SDCCAG8,True,
SDE2,True,
SDF2,True,
SDF2L1,True,
SDF4,True,
SDHA,True,
SDHAF2,True,
SDHAF3,True,
SDHAF4,True,
SDHB,True,
SDHC,True,
SDR39U1,True,
SDSL,True,
SEC11A,True,
SEC11C,True,
SEC13,True,
SEC14L1,True,
SEC14L2,True,
SEC16A,True,
SEC22A,True,
SEC22B,True,
SEC23A,True,
SEC23B,True,
SEC23IP,True,
SEC24A,True,
SEC24B,True,
SEC24C,True,
SEC24D,True,
SEC31A,True,
SEC61A1,True,
SEC61B,True,
SEC62,True,
SEC63,True,
SECISBP2,True,
SECISBP2L,True,
SEH1L,True,
SEL1L,True,
SELENBP1,True,
SELENOF,True,
SELENOH,True,
SELENOK,True,
SELENOM,True,
SELENON,True,
SELENOO,True,
SELENOS,True,
SEMA3C,True,
SEMA4B,True,
SEMA4C,True,
SEMA4D,True,
SENP1,True,
SENP2,True,
SENP3,True,
SENP6,True,
SENP7,True,
SENP8,True,
SEPHS1,True,
SEPHS2,True,
SEPSECS,True,
SEPTIN10,True,
SEPTIN11,True,
SEPTIN2,True,
SEPTIN3,True,
SEPTIN4,True,
SEPTIN5,True,
SEPTIN6,True,
SEPTIN7,True,
SEPTIN8,True,
SEPTIN9,True,
SERBP1,True,
SERF2,True,
SERINC1,True,
SERINC3,True,
SERPINA1,True,
SERPINB1,True,
SERPINB2,True,
SERPINB5,True,
SERPINB6,True,
SERPINB8,True,
SERPINB9,True,
SERPINC1,True,
SERPINE1,True,
SERPINE2,True,
SERPINH1,True,
SERPINI1,True,
SET,True,
SETD1A,True,
SETD2,True,
SETD3,True,
SETD7,True,
SETDB1,True,
SETMAR,True,
SETX,True,
SEZ6L2,True,
SF1,True,
SF3A1,True,
SF3A2,True,
SF3A3,True,
SF3B1,True,
SF3B2,True,
SF3B3,True,
SF3B4,True,
SF3B5,True,
SF3B6,True,
SFMBT1,True,
SFN,True,
SFPQ,True,
SFSWAP,True,
SFT2D3,True,
SFXN1,True,
SFXN2,True,
SFXN3,True,
SFXN4,True,
SFXN5,True,
SGCE,True,
SGF29,True,
SGPL1,True,
SGPP1,True,
SGSH,True,
SGSM3,True,
SGTA,True,
SGTB,True,
SH2B1,True,
SH2D4A,True,
SH3BGRL,True,
SH3BGRL2,True,
SH3BGRL3,True,
SH3BP1,True,
SH3BP4,True,
SH3BP5L,True,
SH3D19,True,
SH3GL1,True,
SH3GLB1,True,
SH3GLB2,True,
SH3KBP1,True,
SH3PXD2A,True,
SH3PXD2B,True,
SH3RF1,True,
SHANK2,True,
SHARPIN,True,
SHB,True,
SHC1,True,
SHCBP1,True,
SHFL,True,
SHKBP1,True,
SHMT1,True,
SHMT2,True,
SHOC2,True,
SHPK,True,
SHROOM2,True,
SHROOM3,True,
SHTN1,True,
SIAE,True,
SIDT2,True,
SIGIRR,True,
SIK3,True,
SIKE1,True,
SIL1,True,
SIN3A,True,
SIN3B,True,
SINHCAF,True,
SIPA1,True,
SIPA1L1,True,
SIPA1L2,True,
SIPA1L3,True,
SIRPA,True,
SIRT1,True,
SIRT2,True,
SIRT3,True,
SIRT5,True,
SIRT6,True,
SIVA1,True,
SIX4,True,
SIX5,True,
SKA1,True,
SKA3,True,
SKIC2,True,
SKIC3,True,
SKIC8,True,
SKP1,True,
SLAIN2,True,
SLBP,True,
SLC11A2,True,
SLC12A2,True,
SLC12A4,True,
SLC12A6,True,
SLC12A7,True,
SLC12A9,True,
SLC15A4,True,
SLC16A1,True,
SLC16A3,True,
SLC17A5,True,
SLC1A3,True,
SLC1A4,True,
SLC1A5,True,
SLC20A2,True,
SLC22A18,True,
SLC25A1,True,
SLC25A10,True,
SLC25A11,True,
SLC25A12,True,
SLC25A13,True,
SLC25A15,True,
SLC25A16,True,
SLC25A19,True,
SLC25A20,True,
SLC25A22,True,
SLC25A24,True,
SLC25A25,True,
SLC25A29,True,
SLC25A3,True,
SLC25A31,True,
SLC25A35,True,
SLC25A4,True,
SLC25A40,True,
SLC25A46,True,
SLC25A5,True,
SLC25A6,True,
SLC26A6,True,
SLC27A1,True,
SLC27A2,True,
SLC27A3,True,
SLC27A4,True,
SLC29A1,True,
SLC2A1,True,
SLC30A1,True,
SLC30A5,True,
SLC30A6,True,
SLC30A9,True,
SLC33A1,True,
SLC35B2,True,
SLC35E1,True,
SLC35F6,True,
SLC37A4,True,
SLC38A1,True,
SLC38A10,True,
SLC38A2,True,
SLC39A10,True,
SLC39A11,True,
SLC39A14,True,
SLC39A6,True,
SLC39A7,True,
SLC3A2,True,
SLC43A3,True,
SLC44A1,True,
SLC44A2,True,
SLC4A1AP,True,
SLC4A2,True,
SLC4A7,True,
SLC7A1,True,
SLC7A5,True,
SLC7A6,True,
SLC7A6OS,True,
SLC9A1,True,
SLC9A7,True,
SLFN11,True,
SLFN5,True,
SLIRP,True,
SLK,True,
SLMAP,True,
SLPI,True,
SLTM,True,
SLU7,True,
SLX4,True,
SLX9,True,
SMAD1,True,
SMAD2,True,
SMAD3,True,
SMAD4,True,
SMAD5,True,
SMAD9,True,
SMAP1,True,
SMAP2,True,
SMARCA1,True,
SMARCA2,True,
SMARCA4,True,
SMARCA5,True,
SMARCAD1,True,
SMARCAL1,True,
SMARCB1,True,
SMARCC1,True,
SMARCC2,True,
SMARCD1,True,
SMARCD2,True,
SMARCD3,True,
SMARCE1,True,
SMC1A,True,
SMC1B,True,
SMC2,True,
SMC3,True,
SMC4,True,
SMC5,True,
SMC6,True,
SMCHD1,True,
SMDT1,True,
SMG1,True,
SMG5,True,
SMG6,True,
SMG7,True,
SMG8,True,
SMG9,True,
SMIM12,True,
SMIM20,True,
SMNDC1,True,
SMPD1,True,
SMPD2,True,
SMPD4,True,
SMPDL3A,True,
SMPDL3B,True,
SMS,True,
SMTN,True,
SMU1,True,
SMUG1,True,
SMURF2,True,
SMYD2,True,
SMYD3,True,
SMYD5,True,
SNAP23,True,
SNAP29,True,
SNAP47,True,
SNAP91,True,
SNAPC3,True,
SNAPC4,True,
SNAPIN,True,
SNCA,True,
SNCB,True,
SNCG,True,
SND1,True,
SNF8,True,
SNIP1,True,
SNRNP200,True,
SNRNP27,True,
SNRNP40,True,
SNRNP48,True,
SNRNP70,True,
SNRPA,True,
SNRPA1,True,
SNRPB,True,
SNRPB2,True,
SNRPC,True,
SNRPD1,True,
SNRPD2,True,
SNRPD3,True,
SNRPE,True,
SNRPF,True,
SNRPG,True,
SNTB1,True,
SNTB2,True,
SNU13,True,
SNUPN,True,
SNW1,True,
SNX1,True,
SNX11,True,
SNX12,True,
SNX13,True,
SNX15,True,
SNX16,True,
SNX17,True,
SNX18,True,
SNX2,True,
SNX21,True,
SNX24,True,
SNX27,True,
SNX29,True,
SNX3,True,
SNX30,True,
SNX33,True,
SNX4,True,
SNX5,True,
SNX6,True,
SNX7,True,
SNX8,True,
SNX9,True,
SOAT1,True,
SOD1,True,
SOD2,True,
SON,True,
SORBS1,True,
SORBS2,True,
SORBS3,True,
SORD,True,
SORL1,True,
SORT1,True,
SOS1,True,
SOWAHC,True,
SOX13,True,
SOX6,True,
SOX9,True,
SP1,True,
SP100,True,
SP110,True,
SP140L,True,
SP2,True,
SP3,True,
SP4,True,
SPAG1,True,
SPAG5,True,
SPAG7,True,
SPAG9,True,
SPARC,True,
SPART,True,
SPAST,True,
SPATA20,True,
SPATS2,True,
SPATS2L,True,
SPC24,True,
SPC25,True,
SPCS1,True,
SPCS2,True,
SPCS3,True,
SPDL1,True,
SPECC1,True,
SPECC1L,True,
SPEN,True,
SPG11,True,
SPG21,True,
SPG7,True,
SPICE1,True,
SPIN1,True,
SPINDOC,True,
SPINT1,True,
SPINT2,True,
SPIRE1,True,
SPN,True,
SPNS1,True,
SPOUT1,True,
SPPL2A,True,
SPPL2B,True,
SPR,True,
SPRYD4,True,
SPRYD7,True,
SPTAN1,True,
SPTBN1,True,
SPTBN2,True,
SPTBN4,True,
SPTLC1,True,
SPTLC2,True,
SPTY2D1,True,
SQLE,True,
SQOR,True,
SQSTM1,True,
SRA1,True,
SRBD1,True,
SRC,True,
SRCAP,True,
SRCIN1,True,
SREBF1,True,
SREK1,True,
SRF,True,
SRFBP1,True,
SRGAP1,True,
SRGAP2,True,
SRI,True,
SRM,True,
SRP14,True,
SRP19,True,
SRP54,True,
SRP68,True,
SRP72,True,
SRP9,True,
SRPK1,True,
SRPK2,True,
SRPRA,True,
SRPRB,True,
SRR,True,
SRRM2,True,
SRRT,True,
SRSF1,True,
SRSF10,True,
SRSF11,True,
SRSF2,True,
SRSF3,True,
SRSF4,True,
SRSF5,True,
SRSF6,True,
SRSF7,True,
SRSF8,True,
SRSF9,True,
SRXN1,True,
SS18,True,
SS18L1,True,
SSB,True,
SSBP1,True,
SSBP3,True,
SSH1,True,
SSH2,True,
SSH3,True,
SSNA1,True,
SSR1,True,
SSR3,True,
SSR4,True,
SSRP1,True,
SSU72,True,
ST13,True,
ST14,True,
ST3GAL1,True,
ST6GAL1,True,
ST7,True,
STAG1,True,
STAG2,True,
STAM,True,
STAM2,True,
STAMBP,True,
STAMBPL1,True,
STARD10,True,
STARD13,True,
STARD3,True,
STARD7,True,
STARD9,True,
STAT1,True,
STAT2,True,
STAT3,True,
STAT5A,True,
STAT5B,True,
STAT6,True,
STAU1,True,
STAU2,True,
STBD1,True,
STC2,True,
STEAP3,True,
STEEP1,True,
STIM1,True,
STIM2,True,
STING1,True,
STIP1,True,
STK10,True,
STK11IP,True,
STK24,True,
STK25,True,
STK26,True,
STK3,True,
STK38,True,
STK38L,True,
STK39,True,
STK4,True,
STMN1,True,
STMN2,True,
STMN3,True,
STMN4,True,
STOM,True,
STOML2,True,
STON2,True,
STRAP,True,
STRBP,True,
STRIP1,True,
STRN,True,
STRN3,True,
STRN4,True,
STT3A,True,
STT3B,True,
STUB1,True,
STX10,True,
STX12,True,
STX16,True,
STX17,True,
STX18,True,
STX2,True,
STX3,True,
STX4,True,
STX5,True,
STX6,True,
STX7,True,
STX8,True,
STXBP1,True,
STXBP2,True,
STXBP3,True,
STXBP4,True,
STXBP5,True,
SUB1,True,
SUCLA2,True,
SUCLG1,True,
SUCLG2,True,
SUCO,True,
SUDS3,True,
SUFU,True,
SUGP1,True,
SUGP2,True,
SUGT1,True,
SULT1A1,True,
SUMF1,True,
SUMF2,True,
SUMO1,True,
SUMO2,True,
SUN1,True,
SUN2,True,
SUOX,True,
SUPT16H,True,
SUPT20H,True,
SUPT4H1,True,
SUPT5H,True,
SUPT6H,True,
SUPT7L,True,
SUPV3L1,True,
SURF1,True,
SURF2,True,
SURF4,True,
SURF6,True,
SUSD2,True,
SUV39H1,True,
SUV39H2,True,
SUZ12,True,
SVIL,True,
SVIP,True,
SWAP70,True,
SYAP1,True,
SYF2,True,
SYK,True,
SYMPK,True,
SYNCRIP,True,
SYNE1,True,
SYNE2,True,
SYNE3,True,
SYNGAP1,True,
SYNGR2,True,
